,path,file_name,exp_id,sensor,frequency,activity_id,activity,activity_details
94,DataSet2/User22/278_Werable1_2020-11-07T11.02.17.385_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,278_Werable1_2020-11-07T11.02.17.385_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,278,Magnetometer,20.000Hz,11,Standing,Taking stairs
95,DataSet2/User22/281_Werable1_2020-11-07T10.47.58.389_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,281_Werable1_2020-11-07T10.47.58.389_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,281,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
96,DataSet2/User22/278_Werable1_2020-11-07T11.02.17.385_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,278_Werable1_2020-11-07T11.02.17.385_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,278,Pressure,7.330Hz,11,Standing,Taking stairs
97,DataSet2/User22/280_Werable1_2020-11-07T10.44.47.493_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,280_Werable1_2020-11-07T10.44.47.493_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,280,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
98,DataSet2/User22/268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,268,Pressure,7.330Hz,1,Sitting,Reading a book
99,DataSet2/User22/272_Werable1_2020-11-07T10.25.22.955_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,272_Werable1_2020-11-07T10.25.22.955_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,272,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
100,DataSet2/User22/279_Werable1_2020-11-07T10.41.16.179_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,279_Werable1_2020-11-07T10.41.16.179_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,279,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
101,DataSet2/User22/270_Werable1_2020-11-07T10.17.08.139_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,270_Werable1_2020-11-07T10.17.08.139_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,270,Gyroscope,100.000Hz,3,Using computer,Typing
102,DataSet2/User22/281_Werable1_2020-11-07T10.47.58.389_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,281_Werable1_2020-11-07T10.47.58.389_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,281,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
103,DataSet2/User22/268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Accelerometer_50.000Hz_1.5.0.csv,268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Accelerometer_50.000Hz_1.5.0.csv,268,Accelerometer,50.000Hz,1,Sitting,Reading a book
104,DataSet2/User22/279_Werable1_2020-11-07T10.41.16.179_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,279_Werable1_2020-11-07T10.41.16.179_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,279,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
105,DataSet2/User22/269_Werable1_2020-11-07T10.13.21.344_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,269_Werable1_2020-11-07T10.13.21.344_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,269,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
106,DataSet2/User22/268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,268_Werable1_2020-11-07T10.07.24.833_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,268,Magnetometer,20.000Hz,1,Sitting,Reading a book
107,DataSet2/User22/277_Werable1_2020-11-07T10.58.42.895_F1E55E2FE95F_Pressure_13.510Hz_1.5.0.csv,277_Werable1_2020-11-07T10.58.42.895_F1E55E2FE95F_Pressure_13.510Hz_1.5.0.csv,277,Pressure,13.510Hz,10,Standing,Running
108,DataSet2/User22/271_Werable1_2020-11-07T10.21.01.512_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,271_Werable1_2020-11-07T10.21.01.512_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,271,Accelerometer,100.000Hz,4,Using computer,Browsing
109,DataSet2/User22/269_Werable1_2020-11-07T10.13.21.344_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,269_Werable1_2020-11-07T10.13.21.344_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,269,Pressure,7.330Hz,2,Sitting,Writing in a notebook
110,DataSet2/User22/275_Werable1_2020-11-07T10.36.48.386_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,275_Werable1_2020-11-07T10.36.48.386_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,275,Gyroscope,100.000Hz,8,Standing,Standing
111,DataSet2/User14/148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,148,Accelerometer,100.000Hz,1,Sitting,Reading a book
112,DataSet2/User14/154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,154,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
113,DataSet2/User14/153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,153,Magnetometer,20.000Hz,6,While sitting,Moving chair
114,DataSet2/User14/159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,159,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
115,DataSet2/User14/161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,161,Pressure,7.330Hz,14,Sitting,Pick up items from floor
116,DataSet2/User14/156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,156,Magnetometer,20.000Hz,9,Standing,Walking
117,DataSet2/User14/152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,152,Pressure,7.330Hz,5,While sitting,"Moving head, body"
118,DataSet2/User14/151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,151,Accelerometer,100.000Hz,4,Using computer,Browsing
119,DataSet2/User14/149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,149,Pressure,7.330Hz,2,Sitting,Writing in a notebook
120,DataSet2/User14/154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,154,Accelerometer,100.000Hz,7,Sitting,Stand up from sitting
121,DataSet2/User14/149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,149,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
122,DataSet2/User14/149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,149,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
123,DataSet2/User14/155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,155,Accelerometer,100.000Hz,8,Standing,Standing
124,DataSet2/User14/160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,160,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
125,DataSet2/User14/161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,161,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
126,DataSet2/User14/150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,150,Magnetometer,20.000Hz,3,Using computer,Typing
127,DataSet2/User14/150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,150,Pressure,7.330Hz,3,Using computer,Typing
128,DataSet2/User14/155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,155,Magnetometer,20.000Hz,8,Standing,Standing
129,DataSet2/User14/152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,152,Magnetometer,20.000Hz,5,While sitting,"Moving head, body"
130,DataSet2/User14/162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,162,Magnetometer,20.000Hz,15,Standing,Pick up items from floor
131,DataSet2/User14/150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,150,Accelerometer,100.000Hz,3,Using computer,Typing
132,DataSet2/User14/153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,153,Gyroscope,100.000Hz,6,While sitting,Moving chair
133,DataSet2/User14/156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,156,Accelerometer,100.000Hz,9,Standing,Walking
134,DataSet2/User14/153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,153,Pressure,7.330Hz,6,While sitting,Moving chair
135,DataSet2/User14/160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,160,Gyroscope,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
136,DataSet2/User14/161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,161,Accelerometer,100.000Hz,14,Sitting,Pick up items from floor
137,DataSet2/User14/148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,148,Magnetometer,20.000Hz,1,Sitting,Reading a book
138,DataSet2/User14/162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,162,Pressure,7.330Hz,15,Standing,Pick up items from floor
139,DataSet2/User14/158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,158,Gyroscope,100.000Hz,11,Standing,Taking stairs
140,DataSet2/User14/151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,151,Magnetometer,20.000Hz,4,Using computer,Browsing
141,DataSet2/User14/152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,152,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
142,DataSet2/User14/158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,158,Magnetometer,20.000Hz,11,Standing,Taking stairs
143,DataSet2/User14/149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,149_Werable1_2020-10-24T09.51.56.452_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,149,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
144,DataSet2/User14/157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,157,Accelerometer,100.000Hz,10,Standing,Running
145,DataSet2/User14/151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,151,Gyroscope,100.000Hz,4,Using computer,Browsing
146,DataSet2/User14/148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,148,Pressure,7.330Hz,1,Sitting,Reading a book
147,DataSet2/User14/155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,155,Gyroscope,100.000Hz,8,Standing,Standing
148,DataSet2/User14/154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,154,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
149,DataSet2/User14/155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,155_Werable1_2020-10-24T10.20.47.111_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,155,Pressure,7.330Hz,8,Standing,Standing
150,DataSet2/User14/159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,159,Pressure,7.330Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
151,DataSet2/User14/160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,160,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
152,DataSet2/User14/157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,157,Pressure,7.330Hz,10,Standing,Running
153,DataSet2/User14/148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,148_Werable1_2020-10-24T09.48.21.692_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,148,Gyroscope,100.000Hz,1,Sitting,Reading a book
154,DataSet2/User14/156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,156,Pressure,7.330Hz,9,Standing,Walking
155,DataSet2/User14/161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,161_Werable1_2020-10-24T10.35.22.902_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,161,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
156,DataSet2/User14/154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,154_Werable1_2020-10-24T10.17.27.740_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,154,Pressure,7.330Hz,7,Sitting,Stand up from sitting
157,DataSet2/User14/157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,157,Gyroscope,100.000Hz,10,Standing,Running
158,DataSet2/User14/157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,157_Werable1_2020-10-24T10.41.43.971_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,157,Magnetometer,20.000Hz,10,Standing,Running
159,DataSet2/User14/150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,150_Werable1_2020-10-24T09.57.30.665_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,150,Gyroscope,100.000Hz,3,Using computer,Typing
160,DataSet2/User14/159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,159,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
161,DataSet2/User14/160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,160_Werable1_2020-10-24T10.31.23.477_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,160,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
162,DataSet2/User14/152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,152_Werable1_2020-10-24T10.09.29.225_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,152,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
163,DataSet2/User14/153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,153_Werable1_2020-10-24T10.13.44.367_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,153,Accelerometer,100.000Hz,6,While sitting,Moving chair
164,DataSet2/User14/158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,158,Pressure,7.330Hz,11,Standing,Taking stairs
165,DataSet2/User14/158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,158_Werable1_2020-10-24T10.45.24.288_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,158,Accelerometer,100.000Hz,11,Standing,Taking stairs
166,DataSet2/User14/162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,162,Accelerometer,100.000Hz,15,Standing,Pick up items from floor
167,DataSet2/User14/159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,159_Werable1_2020-10-24T10.28.28.622_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,159,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
168,DataSet2/User14/151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,151_Werable1_2020-10-24T10.04.08.093_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,151,Pressure,7.330Hz,4,Using computer,Browsing
169,DataSet2/User14/162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,162_Werable1_2020-10-24T10.38.13.854_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,162,Gyroscope,100.000Hz,15,Standing,Pick up items from floor
170,DataSet2/User14/156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,156_Werable1_2020-10-24T10.23.52.228_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,156,Gyroscope,100.000Hz,9,Standing,Walking
171,DataSet2/User13/139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,139,Accelerometer,100.000Hz,7,Sitting,Stand up from sitting
172,DataSet2/User13/144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,144,Pressure,7.330Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
173,DataSet2/User13/136_MetaWear_2020-10-17T10.53.42.229_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,136_MetaWear_2020-10-17T10.53.42.229_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,136,Magnetometer,20.000Hz,4,Using computer,Browsing
174,DataSet2/User13/139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,139,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
175,DataSet2/User13/137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,137,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
176,DataSet2/User13/144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,144,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
177,DataSet2/User13/143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,143,Gyroscope,100.000Hz,11,Standing,Taking stairs
178,DataSet2/User13/143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,143,Accelerometer,100.000Hz,11,Standing,Taking stairs
179,DataSet2/User13/147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Pressure_3.820Hz_1.5.0.csv,147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Pressure_3.820Hz_1.5.0.csv,147,Pressure,3.820Hz,15,Standing,Pick up items from floor
180,DataSet2/User13/134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,134,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
181,DataSet2/User13/135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,135,Pressure,7.330Hz,3,Using computer,Typing
182,DataSet2/User13/141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,141,Magnetometer,20.000Hz,9,Standing,Walking
183,DataSet2/User13/138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,138,Magnetometer,20.000Hz,6,While sitting,Moving chair
